pair,name,operations,sample,wall_ns,allocated_words
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,5,1026.645805,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,6,1030.176008,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,7,1032.857654,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,8,1032.840828,1227.000454
3,eta_signal.raw.failed_retry.depth_1.position_last,524288,9,1031.341526,1227.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,1,1491.405328,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,2,1497.623543,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,3,1495.930064,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,4,1499.248810,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,5,1496.846835,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,6,1497.369794,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,7,1498.994607,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,8,1513.828465,1409.000454
3,eta_signal.raw.successful.depth_10.position_none,524288,9,1516.488737,1409.000454
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,1,2602.539098,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,2,2604.519068,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,3,2604.889232,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,4,2578.048225,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,5,2584.713002,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,6,2582.679372,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,7,2585.021321,2199.000908
3,eta_signal.raw.failed_retry.depth_10.position_last,262144,8,2547.356416,2199.000908
