attack_id,second,rss_kb,live_words,minor_words_delta,major_words_delta,user_cpu_seconds_delta,system_cpu_seconds_delta,fd_count,fiber_count,stream_active,stream_cancelled,stream_live,frames_seen,dropped_frames,disconnected,error_class
ping_flood,25,38624,149208,2097150,102529,0.009003,0.007071,4,0,0,0,0,26000,25900,true,connection_closed
ping_flood,26,38624,149208,2097150,102529,0.009003,0.007328,4,0,0,0,0,27000,26900,true,connection_closed
ping_flood,27,38624,149208,2097150,102529,0.009003,0.007502,4,0,0,0,0,28000,27900,true,connection_closed
ping_flood,28,38624,149208,2097150,102529,0.009003,0.007787,4,0,0,0,0,29000,28900,true,connection_closed
ping_flood,29,38624,149208,2097150,102529,0.009003,0.008007,4,0,0,0,0,30000,29900,true,connection_closed
ping_flood,30,38624,149208,2097150,102529,0.009003,0.008349,4,0,0,0,0,31000,30900,true,connection_closed
settings_header_table_size_churn,0,38560,149208,2097150,102529,0.004629,0.004349,4,0,0,0,0,250,240,true,decode_error
settings_header_table_size_churn,1,38624,149208,2097150,102529,0.004809,0.004442,4,0,0,0,0,500,490,true,decode_error
settings_header_table_size_churn,2,38624,149208,2097150,102529,0.004973,0.004526,4,0,0,0,0,750,740,true,decode_error
settings_header_table_size_churn,3,38624,149208,2097150,102529,0.005092,0.004587,4,0,0,0,0,1000,990,true,decode_error
settings_header_table_size_churn,4,38624,149208,2097150,102529,0.005267,0.004677,4,0,0,0,0,1250,1240,true,decode_error
settings_header_table_size_churn,5,38624,149208,2097150,102529,0.005457,0.004774,4,0,0,0,0,1500,1490,true,decode_error
settings_header_table_size_churn,6,38624,149208,2097150,102529,0.005684,0.004891,4,0,0,0,0,1750,1740,true,decode_error
settings_header_table_size_churn,7,38624,149208,2097150,102529,0.006145,0.004891,4,0,0,0,0,2000,1990,true,decode_error
settings_header_table_size_churn,8,38624,149208,2097150,102529,0.006480,0.004891,4,0,0,0,0,2250,2240,true,decode_error
settings_header_table_size_churn,9,38624,149208,2097150,102529,0.006664,0.004891,4,0,0,0,0,2500,2490,true,decode_error
settings_header_table_size_churn,10,38624,149208,2097150,102529,0.007045,0.004891,4,0,0,0,0,2750,2740,true,decode_error
settings_header_table_size_churn,11,38624,149208,2097150,102529,0.007330,0.004891,4,0,0,0,0,3000,2990,true,decode_error
settings_header_table_size_churn,12,38624,149208,2097150,102529,0.007594,0.004891,4,0,0,0,0,3250,3240,true,decode_error
settings_header_table_size_churn,13,38624,149208,2097150,102529,0.007864,0.004891,4,0,0,0,0,3500,3490,true,decode_error
settings_header_table_size_churn,14,38624,149208,2097150,102529,0.008218,0.004891,4,0,0,0,0,3750,3740,true,decode_error
settings_header_table_size_churn,15,38624,149208,2097150,102529,0.008424,0.004891,4,0,0,0,0,4000,3990,true,decode_error
settings_header_table_size_churn,16,38624,149208,2097150,102529,0.008617,0.004891,4,0,0,0,0,4250,4240,true,decode_error
settings_header_table_size_churn,17,38624,149208,2097150,102529,0.008936,0.004891,4,0,0,0,0,4500,4490,true,decode_error
settings_header_table_size_churn,18,38624,149208,2097150,102529,0.009003,0.005038,4,0,0,0,0,4750,4740,true,decode_error
settings_header_table_size_churn,19,38624,149208,2097150,102529,0.009003,0.005256,4,0,0,0,0,5000,4990,true,decode_error
settings_header_table_size_churn,20,38624,149208,2097150,102529,0.009003,0.005512,4,0,0,0,0,5250,5240,true,decode_error
settings_header_table_size_churn,21,38624,149208,2097150,102529,0.009003,0.005856,4,0,0,0,0,5500,5490,true,decode_error
settings_header_table_size_churn,22,38624,149208,2097150,102529,0.009003,0.006151,4,0,0,0,0,5750,5740,true,decode_error
settings_header_table_size_churn,23,38624,149208,2097150,102529,0.009003,0.006519,4,0,0,0,0,6000,5990,true,decode_error
settings_header_table_size_churn,24,38624,149208,2097150,102529,0.009003,0.006832,4,0,0,0,0,6250,6240,true,decode_error
settings_header_table_size_churn,25,38624,149208,2097150,102529,0.009003,0.007084,4,0,0,0,0,6500,6490,true,decode_error
settings_header_table_size_churn,26,38624,149208,2097150,102529,0.009003,0.007336,4,0,0,0,0,6750,6740,true,decode_error
settings_header_table_size_churn,27,38624,149208,2097150,102529,0.009003,0.007510,4,0,0,0,0,7000,6990,true,decode_error
settings_header_table_size_churn,28,38624,149208,2097150,102529,0.009003,0.007799,4,0,0,0,0,7250,7240,true,decode_error
settings_header_table_size_churn,29,38624,149208,2097150,102529,0.009003,0.008015,4,0,0,0,0,7500,7490,true,decode_error
settings_header_table_size_churn,30,38624,149208,2097150,102529,0.009003,0.008360,4,0,0,0,0,7750,7740,true,decode_error
window_update_accounting,0,38560,149208,2097150,102529,0.004634,0.004352,4,0,0,0,0,2000,1000,true,decode_error
window_update_accounting,1,38624,149208,2097150,102529,0.004814,0.004444,4,0,0,0,0,4000,3000,true,decode_error
window_update_accounting,2,38624,149208,2097150,102529,0.004979,0.004529,4,0,0,0,0,6000,5000,true,decode_error
window_update_accounting,3,38624,149208,2097150,102529,0.005097,0.004589,4,0,0,0,0,8000,7000,true,decode_error
window_update_accounting,4,38624,149208,2097150,102529,0.005274,0.004681,4,0,0,0,0,10000,9000,true,decode_error
window_update_accounting,5,38624,149208,2097150,102529,0.005462,0.004777,4,0,0,0,0,12000,11000,true,decode_error
window_update_accounting,6,38624,149208,2097150,102529,0.005707,0.004891,4,0,0,0,0,14000,13000,true,decode_error
window_update_accounting,7,38624,149208,2097150,102529,0.006156,0.004891,4,0,0,0,0,16000,15000,true,decode_error
